status,code,name,color,price,vin,dealership
inventory,GUO,"WRX Premium, manual",ICE Silver,"$29,852",JF1VA1E69G9803469,frank.subaru
inventory,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,852",JF1VA1E69G9802760,timmonssubaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,852",JF1VA1E67G9804331,elcajon.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,928",JF1VA1E6XG9804212,southcoast.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,928",JF1VA1E67G9804278,southcoast.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,928",JF1VA1E6XG9804341,bobbaker-carlsbad.subaru
inventory,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,928",JF1VA1E64G9802939,southcoast.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,928",JF1VA1E68G9804063,irvine.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,928",JF1VA1E6XG9804128,irvine.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,928",JF1VA1E62G9804270,bobbaker-carlsbad.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,928",JF1VA1E68G9804161,bobbaker-carlsbad.subaru
inventory,GUO,"WRX Premium, manual",Dark Gray,"$29,928",JF1VA1E65G9804456,southcoast.subaru
inventory,GUO,"WRX Premium, manual",Dark Gray,"$29,928",JF1VA1E6XG9803853,southcoast.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$29,928",JF1VA1E67G9804992,frank.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E66G9804059,irvine.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E68G9805066,frank.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E61G9805362,bobbaker-carlsbad.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E64G9804464,bobbaker-carlsbad.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E69G9803844,bobbaker-carlsbad.subaru
inventory,GUO,"WRX Premium, manual",ICE Silver,"$29,928",JF1VA1E6XG9803139,palmsprings.subaru
inventory,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,928",JF1VA1E68G9802796,southcoast.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,928",JF1VA1E68G9804290,irvine.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,928",JF1VA1E69G9804430,kearnymesa.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,928",JF1VA1E64G9804092,kearnymesa.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,928",JF1VA1E61G9803918,kearnymesa.subaru
inventory,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,930",JF1VA1E67G9803633,subarupacific
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,930",JF1VA1E61G9804275,glendale.subaru
inventory,GUO,"WRX Premium, manual",Crystal Black Silica,"$29,930",JF1VA1E61G9803868,ontario-ca.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$29,930",JF1VA1E65G9804179,subarupacific
in transit,GUO,"WRX Premium, manual",Dark Gray,"$29,930",JF1VA1E69G9804881,subarupacific
in transit,GUO,"WRX Premium, manual",Dark Gray,"$29,930",JF1VA1E6XG9804386,ontario-ca.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$29,930",JF1VA1E65G9804246,ontario-ca.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$29,930",JF1VA1E65G9805199,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,930",JF1VA1E61G9805331,subarupacific
in transit,GUO,"WRX Premium, manual",ICE Silver,"$29,930",JF1VA1E61G9804972,subarupacific
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E61G9805166,subarupacific
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E68G9804919,glendale.subaru
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E61G9803899,puente-hills.subaru
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E63G9803676,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E6XG9805201,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$29,930",JF1VA1E6XG9804789,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",Pure Red,"$29,930",JF1VA1E6XG9804999,puente-hills.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,930",JF1VA1E6XG9803948,timmonssubaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,930",JF1VA1E64G9803895,timmonssubaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,930",JF1VA1E63G9805315,glendale.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,930",JF1VA1E64G9803850,renicksubaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$29,930",JF1VA1E6XG9804971,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$30,028",JF1VA1E6XG9805098,av.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$30,028",JF1VA1E65G9804814,sangera.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$30,028",JF1VA1E65G9804988,sangera.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$30,028",JF1VA1E69G9804234,av.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$30,028",JF1VA1E62G9804267,av.subaru
inventory,GUO,"WRX Premium, manual",Crystal White Pearl,"$30,028",JF1VA1E69G9803715,sangera.subaru
inventory,GUO,"WRX Premium, manual",Crystal White Pearl,"$30,028",JF1VA1E67G9803910,sangera.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$30,028",JF1VA1E63G9804908,subarushermanoaks
in transit,GUO,"WRX Premium, manual",Dark Gray,"$30,028",JF1VA1E66G9805132,ladin.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$30,028",JF1VA1E65G9804960,av.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$30,028",JF1VA1E66G9804983,galpin.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$30,028",JF1VA1E68G9803690,av.subaru
in transit,?, 2016 Subaru WRX Premium (M6) Sedan,Crystal Black Silica,"$30,186",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX Premium (M6) Sedan,ICE Silver,"$30,186",?,kirby-ventura.subaru
inventory,GUO,"WRX Premium, manual",Crystal White Pearl,"$30,186",JF1VA1E68G9803141,av.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$30,186",JF1VA1E62G9805175,ladin.subaru
inventory,GUO,"WRX Premium, manual",ICE Silver,"$30,186",JF1VA1E66G9802778,subarushermanoaks
inventory,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$30,186",JF1VA1E61G9803255,subarusantamonica
inventory,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$30,186",JF1VA1E64G9803511,galpin.subaru
inventory,GUO,"WRX Premium, manual",Lapis Blue Pearl,"$30,186",JF1VA1E68G9803365,sangera.subaru
in transit,GUO,"WRX Premium, manual",Pure Red,"$30,186",JF1VA1E60G9804185,ladin.subaru
inventory,GUO,"WRX Premium, manual",WR Blue Pearl,"$30,186",JF1VA1E68G9803348,subarushermanoaks
inventory,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,052",JF1VA1E67G8802407,ontario-ca.subaru
inventory,GUP,"WRX Premium, CVT",Dark Gray,"$31,052",JF1VA1E66G8802852,sierra.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,052",JF1VA1E64G8804678,southcoast.subaru
inventory,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,052",JF1VA1E60G8804421,palmsprings.subaru
in transit,?, 2016 Subaru WRX Premium (CVT) Sedan,Dark Gray,"$31,130",?,temecula.subaru
in transit,?, 2016 Subaru WRX Premium (CVT) Sedan,Lapis Blue Pearl,"$31,130",?,temecula.subaru
in transit,GUP,"WRX Premium, CVT",Crystal Black Silica,"$31,130",JF1VA1E66G8805119,renicksubaru
in transit,GUP,"WRX Premium, CVT",Crystal Black Silica,"$31,130",JF1VA1E63G8805630,puente-hills.subaru
in transit,GUP,"WRX Premium, CVT",Crystal Black Silica,"$31,130",JF1VA1E60G8803964,ontario-ca.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E61G8803729,timmonssubaru
inventory,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E69G8804384,timmonssubaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E69G8803543,timmonssubaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E66G8805072,renicksubaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E60G8805259,renicksubaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E63G8804459,puente-hills.subaru
inventory,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,130",JF1VA1E63G8802615,ontario-ca.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,130",JF1VA1E63G8804199,glendale.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,130",JF1VA1E64G8804129,glendale.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,130",JF1VA1E66G8805105,subarupacific
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,130",JF1VA1E67G8805484,renicksubaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,130",JF1VA1E68G8804800,ontario-ca.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E67G8804156,timmonssubaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E67G8804108,timmonssubaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E61G8805352,timmonssubaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E63G8804333,glendale.subaru
inventory,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E64G8802848,puente-hills.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,130",JF1VA1E61G8805125,singh.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,228",JF1VA1E66G8805489,av.subaru
inventory,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,228",JF1VA1E6XG8803003,sangera.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,228",JF1VA1E62G8804310,sangera.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,228",JF1VA1E69G8805647,subarushermanoaks
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,228",JF1VA1E63G8804624,ladin.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,228",JF1VA1E61G8805545,av.subaru
in transit,GUP,"WRX Premium, CVT",Crystal Black Silica,"$31,286",JF1VA1E60G8804516,irvine.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,286",JF1VA1E6XG8804300,southcoast.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,286",JF1VA1E65G8804107,elcajon.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,286",JF1VA1E60G8805598,frank.subaru
in transit,GUP,"WRX Premium, CVT",Crystal White Pearl,"$31,286",JF1VA1E60G8804807,kearnymesa.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,286",JF1VA1E69G8805535,southcoast.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,286",JF1VA1E66G8804617,irvine.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,286",JF1VA1E6XG8803552,bobbaker-carlsbad.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,286",JF1VA1E66G8805220,irvine.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,286",JF1VA1E64G8805569,kearnymesa.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,286",JF1VA1E63G8805451,kearnymesa.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,286",JF1VA1E63G8804302,bobbaker-carlsbad.subaru
in transit,GUP,"WRX Premium, CVT",Lapis Blue Pearl,"$31,286",JF1VA1E65G8803975,elcajon.subaru
in transit,GUP,"WRX Premium, CVT",Lapis Blue Pearl,"$31,286",JF1VA1E63G8805658,bobbaker-carlsbad.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,286",JF1VA1E60G8805052,irvine.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,286",JF1VA1E63G8804820,frank.subaru
in transit,GUP,"WRX Premium, CVT",WR Blue Pearl,"$31,286",JF1VA1E69G8803686,bobbaker-carlsbad.subaru
inventory,?, 2016 Subaru WRX Limited Sedan,Crystal White Pearl,"$31,352",?,temecula.subaru
inventory,GUQ,"WRX Limited, manual",Crystal Black Silica,"$31,352",JF1VA1J6XG9803325,renicksubaru
inventory,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,352",JF1VA1J67G9802665,renicksubaru
in transit,?, 2016 Subaru WRX Premium (CVT) Sedan,Dark Gray,"$31,386",?,kirby-ventura.subaru
in transit,GUP,"WRX Premium, CVT",Dark Gray,"$31,386",JF1VA1E62G8805232,galpin.subaru
in transit,GUP,"WRX Premium, CVT",ICE Silver,"$31,386",JF1VA1E69G8804952,av.subaru
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,430",JF1VA1J62G9804940,subarupacific
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,430",JF1VA1J6XG9804135,timmonssubaru
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,430",JF1VA1J67G9805615,sanbernardino.subaru
in transit,GUQ,"WRX Limited, manual",Dark Gray,"$31,430",JF1VA1J61G9805562,sanbernardino.subaru
inventory,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,430",JF1VA1J67G9803069,subarupacific
in transit,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,430",JF1VA1J62G9805215,puente-hills.subaru
inventory,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,430",JF1VA1J61G9803312,sierra.subaru
inventory,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,430",JF1VA1J64G9802879,ontario-ca.subaru
in transit,GUQ,"WRX Limited, manual",Crystal Black Silica,"$31,528",JF1VA1J64G9805376,subarusantamonica
in transit,GUQ,"WRX Limited, manual",Crystal Black Silica,"$31,528",JF1VA1J68G9804313,galpin.subaru
inventory,?, 2016 Subaru WRX Limited Sedan,Lapis Blue Pearl,"$31,686",?,kirby-ventura.subaru
in transit,?, 2016 Subaru WRX Limited Sedan,WR Blue Pearl,"$31,686",?,kirby-ventura.subaru
inventory,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,686",JF1VA1J67G9802861,ladin.subaru
inventory,GUQ,"WRX Limited, manual",ICE Silver,"$31,686",JF1VA1J64G9803112,ladin.subaru
inventory,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,686",JF1VA1J64G9802963,galpin.subaru
in transit,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,686",JF1VA1J61G9805450,sangera.subaru
in transit,GUQ,"WRX Limited, manual",Crystal Black Silica,"$31,766",JF1VA1J61G9803584,frank.subaru
inventory,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,766",JF1VA1J62G9803481,southcoast.subaru
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,766",JF1VA1J67G9802956,bobbaker-carlsbad.subaru
inventory,GUQ,"WRX Limited, manual",ICE Silver,"$31,766",JF1VA1J6XG9802577,southcoast.subaru
in transit,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,766",JF1VA1J61G9803701,frank.subaru
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,842",JF1VA1J63G9805336,irvine.subaru
in transit,GUQ,"WRX Limited, manual",Crystal White Pearl,"$31,842",JF1VA1J61G9804640,frank.subaru
in transit,GUQ,"WRX Limited, manual",Dark Gray,"$31,842",JF1VA1J67G9804240,elcajon.subaru
in transit,GUQ,"WRX Limited, manual",ICE Silver,"$31,842",JF1VA1J61G9805223,kearnymesa.subaru
in transit,GUQ,"WRX Limited, manual",Lapis Blue Pearl,"$31,842",JF1VA1J62G9804629,irvine.subaru
in transit,GUQ,"WRX Limited, manual",Lapis Blue Pearl,"$31,842",JF1VA1J6XG9802868,kearnymesa.subaru
in transit,GUQ,"WRX Limited, manual",Lapis Blue Pearl,"$31,842",JF1VA1J69G9804188,kearnymesa.subaru
in transit,GUQ,"WRX Limited, manual",Lapis Blue Pearl,"$31,842",JF1VA1J67G9805288,kearnymesa.subaru
in transit,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,842",JF1VA1J65G9804432,elcajon.subaru
in transit,GUQ,"WRX Limited, manual",WR Blue Pearl,"$31,842",JF1VA1J67G9805128,kearnymesa.subaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$32,028",JF1VA1F65G9804911,southcoast.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$32,028",JF1VA1F64G9804706,palmsprings.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$32,028",JF1VA1F62G9805272,irvine.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$32,028",JF1VA1F66G9803959,irvine.subaru
in transit,?, 2016 Subaru WRX Premium w/ Nav+Audi w/ Harmon Kardon Sedan,Crystal Black Silica,"$32,030",?,temecula.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,030",JF1VA1F64G9804124,subarupacific
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,030",JF1VA1F66G9803749,timmonssubaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,030",JF1VA1F68G9804496,timmonssubaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,030",JF1VA1F65G9805024,sierra.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,030",JF1VA1F66G9804688,singh.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$32,030",JF1VA1F65G9804603,timmonssubaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$32,030",JF1VA1F61G9805523,renicksubaru
in transit,GUO,"WRX Premium, manual",Dark Gray,"$32,030",JF1VA1F64G9804723,puente-hills.subaru
in transit,GUO,"WRX Premium, manual",ICE Silver,"$32,030",JF1VA1F6XG9804404,ontario-ca.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$32,030",JF1VA1F67G9804165,sanbernardino.subaru
in transit,GUO,"WRX Premium, manual",Crystal Black Silica,"$32,128",JF1VA1F62G9805322,galpin.subaru
in transit,GUO,"WRX Premium, manual",Crystal White Pearl,"$32,128",JF1VA1F65G9805069,subarusantamonica
inventory,GUO,"WRX Premium, manual",ICE Silver,"$32,128",JF1VA1F67G9803209,subarushermanoaks
in transit,GUO,"WRX Premium, manual",ICE Silver,"$32,128",JF1VA1F66G9805534,ladin.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$32,128",JF1VA1F6XG9803950,sangera.subaru
in transit,GUO,"WRX Premium, manual",WR Blue Pearl,"$32,366",JF1VA1F63G9805121,bobbaker-carlsbad.subaru
inventory,GUR,"WRX Limited, CVT",Crystal Black Silica,"$32,471",JF1VA1J64G8804024,elcajon.subaru
inventory,GUR,"WRX Limited, CVT",Crystal White Pearl,"$32,471",JF1VA1J66G8804137,kearnymesa.subaru
in transit,GUR,"WRX Limited, CVT",WR Blue Pearl,"$32,471",JF1VA1J66G8805448,irvine.subaru
inventory,GUR,"WRX Limited, CVT",Crystal Black Silica,"$32,552",JF1VA1J65G8802931,puente-hills.subaru
inventory,?, 2016 Subaru WRX Limited Sedan,ICE Silver,"$32,630",?,temecula.subaru
in transit,?, 2016 Subaru WRX Limited Sedan,ICE Silver,"$32,630",?,temecula.subaru
